year,total_enrollment,school,pinellas_flag,percent_pre_kinder_ready,percent_passing_reading,percent_passing_math,percent_free_lunch,percent_black_enrollment,majority_free_lunch_flag,majority_black_enrollment_flag,district,FF_school_flag
2014,840,CORAL COVE ELEMENTARY SCHOOL                 ,FALSE,80,85,83,0.394047619,0.305952381,FALSE,FALSE,BROWARD     ,FALSE
2014,583,PASADENA LAKES ELEMENTARY SCHL               ,FALSE,66,56,56,0.58490566,0.260720412,TRUE,FALSE,BROWARD     ,FALSE
2014,595,NORTH LAUDERDALE ELEMENTARY                  ,FALSE,59,34,41,0.924369748,0.807432432,TRUE,TRUE,BROWARD     ,FALSE
2014,652,ATLANTIC WEST ELEMENTARY SCHL                ,FALSE,70,48,45,0.737730061,0.51993865,TRUE,TRUE,BROWARD     ,FALSE
2014,530,HORIZON ELEMENTARY SCHOOL                    ,FALSE,75,65,65,0.641509434,0.479245283,TRUE,FALSE,BROWARD     ,FALSE
2014,685,FLAMINGO ELEMENTARY SCHOOL                   ,FALSE,72,73,68,0.509489051,0.055474453,TRUE,FALSE,BROWARD     ,FALSE
2014,622,CORAL SPRINGS ELEMENTARY SCHL                ,FALSE,63,47,51,0.754019293,0.532154341,TRUE,TRUE,BROWARD     ,FALSE
2014,880,TAMARAC ELEMENTARY SCHOOL                    ,FALSE,86,58,61,0.65,0.379545455,TRUE,FALSE,BROWARD     ,FALSE
2014,561,FOREST HILLS ELEMENTARY SCHOOL               ,FALSE,75,56,52,0.632798574,0.340463458,TRUE,FALSE,BROWARD     ,FALSE
2014,1098,CENTRAL PARK ELEMENTARY SCHOOL               ,FALSE,85,82,79,0.274134791,0.14845173,FALSE,FALSE,BROWARD     ,FALSE
2014,545,PEMBROKE LAKES ELEMENTARY SCHL               ,FALSE,76,73,78,0.409174312,0.179816514,FALSE,FALSE,BROWARD     ,FALSE
2014,620,NOB HILL ELEMENTARY SCHOOL                   ,FALSE,80,63,69,0.480645161,0.320967742,FALSE,FALSE,BROWARD     ,FALSE
2014,1224,WESTCHESTER ELEMENTARY SCHOOL                ,FALSE,89,72,67,0.354575163,0.18627451,FALSE,FALSE,BROWARD     ,FALSE
2014,482,MORROW ELEMENTARY SCHOOL                     ,FALSE,52,41,39,0.898340249,0.752598753,TRUE,TRUE,BROWARD     ,FALSE
2014,800,RAMBLEWOOD ELEMENTARY SCHOOL                 ,FALSE,77,63,60,0.5075,0.2675,TRUE,FALSE,BROWARD     ,FALSE
2014,698,MAPLEWOOD ELEMENTARY SCHOOL                  ,FALSE,76,69,66,0.465616046,0.255014327,FALSE,FALSE,BROWARD     ,FALSE
2014,752,DAVIE ELEMENTARY SCHOOL                      ,FALSE,62,55,51,0.736702128,0.168882979,TRUE,FALSE,BROWARD     ,FALSE
2014,615,PINEWOOD ELEMENTARY SCHOOL                   ,FALSE,74,40,39,0.720325203,0.702439024,TRUE,TRUE,BROWARD     ,FALSE
2014,558,GRIFFIN ELEMENTARY SCHOOL                    ,FALSE,84,71,72,0.281362007,0.05734767,FALSE,FALSE,BROWARD     ,FALSE
2014,620,PINES LAKES ELEMENTARY SCHOOL                ,FALSE,73,51,45,0.588709677,0.356451613,TRUE,FALSE,BROWARD     ,FALSE
2014,782,SEA CASTLE ELEMENTARY SCHOOL                 ,FALSE,85,54,52,0.671355499,0.698209719,TRUE,TRUE,BROWARD     ,FALSE
2014,747,WELLEBY ELEMENTARY SCHOOL                    ,FALSE,74,62,57,0.532797858,0.35924933,TRUE,FALSE,BROWARD     ,FALSE
2014,643,RIVERGLADES ELEMENTARY SCHOOL                ,FALSE,94,83,82,0.107309487,0.071539658,FALSE,FALSE,BROWARD     ,FALSE
2014,945,EVERGLADES ELEMENTARY SCHOOL                 ,FALSE,86,84,85,0.118518519,0.037037037,FALSE,FALSE,BROWARD     ,FALSE
2014,752,CHAPEL TRAIL ELEMENTARY SCHOOL               ,FALSE,88,79,81,0.313829787,0.131648936,FALSE,FALSE,BROWARD     ,FALSE
2014,956,COUNTRY ISLES ELEMENTARY SCHL                ,FALSE,86,75,71,0.221757322,0.078451883,FALSE,FALSE,BROWARD     ,FALSE
2014,712,RIVERSIDE ELEMENTARY SCHOOL                  ,FALSE,90,73,73,0.308988764,0.168539326,FALSE,FALSE,BROWARD     ,FALSE
2014,631,CORAL PARK ELEMENTARY SCHOOL                 ,FALSE,85,66,61,0.412044374,0.191759113,FALSE,FALSE,BROWARD     ,FALSE
2014,646,SANDPIPER ELEMENTARY SCHOOL                  ,FALSE,90,59,62,0.544891641,0.371517028,TRUE,FALSE,BROWARD     ,FALSE
2014,934,SILVER RIDGE ELEMENTARY SCHOOL               ,FALSE,87,76,66,0.256959315,0.08993576,FALSE,FALSE,BROWARD     ,FALSE
2014,1162,WINSTON PARK ELEMENTARY SCHOOL               ,FALSE,88,64,62,0.414802065,0.203098107,FALSE,FALSE,BROWARD     ,FALSE
2014,854,COUNTRY HILLS ELEMENTARY SCHL                ,FALSE,86,73,74,0.297423888,0.169789227,FALSE,FALSE,BROWARD     ,FALSE
2014,1437,QUIET WATERS ELEMENTARY SCHOOL               ,FALSE,77,62,59,0.527487822,0.190675017,TRUE,FALSE,BROWARD     ,FALSE
2014,819,HAWKES BLUFF ELEMENTARY SCHOOL               ,FALSE,92,79,79,0.208791209,0.056234719,FALSE,FALSE,BROWARD     ,FALSE
2014,912,PARK SPRINGS ELEMENTARY SCHOOL               ,FALSE,77,64,67,0.293859649,0.19627193,FALSE,FALSE,BROWARD     ,FALSE
2014,723,INDIAN TRACE ELEMENTARY SCHOOL               ,FALSE,90,81,79,0.213001383,0,FALSE,FALSE,BROWARD     ,FALSE
2014,981,EMBASSY CREEK ELEMENTARY SCHOOL              ,FALSE,91,82,76,0.158002039,0.06116208,FALSE,FALSE,BROWARD     ,FALSE
2014,649,CHARLES DREW ELEMENTARY SCHOOL               ,FALSE,48,35,38,0.892141757,0.673343606,TRUE,TRUE,BROWARD     ,FALSE
2014,504,THURGOOD MARSHALL ELEM. SCHOOL               ,FALSE,29,29,34,0.964285714,0.928571429,TRUE,TRUE,BROWARD     ,FALSE
2014,431,ENDEAVOUR PRIMARY LEARNING CENTER            ,FALSE,77,18,11,0.928074246,0.953596288,TRUE,TRUE,BROWARD     ,FALSE
2014,821,PALM COVE ELEMENTARY SCHOOL                  ,FALSE,86,55,49,0.594397077,0.503045067,TRUE,TRUE,BROWARD     ,FALSE
2014,739,VIRGINIA SHUMAN YOUNG ELEM                   ,FALSE,88,81,78,0.215155616,0.220568336,FALSE,FALSE,BROWARD     ,FALSE
2014,553,SILVER LAKES ELEMENTARY SCHOOL               ,FALSE,89,65,57,0.35443038,0.287522604,FALSE,FALSE,BROWARD     ,FALSE
2014,886,SAWGRASS ELEMENTARY SCHOOL                   ,FALSE,70,71,78,0.46275395,0.282167043,FALSE,FALSE,BROWARD     ,FALSE
2014,811,EAGLE RIDGE ELEMENTARY SCHOOL                ,FALSE,94,76,72,0.189889026,0.133168927,FALSE,FALSE,BROWARD     ,FALSE
2014,1190,EAGLE POINT ELEMENTARY SCHOOL                ,FALSE,90,81,82,0.251260504,0.042016807,FALSE,FALSE,BROWARD     ,FALSE
2014,1158,TRADEWINDS ELEMENTARY SCHOOL                 ,FALSE,79,65,68,0.446459413,0.158031088,FALSE,FALSE,BROWARD     ,FALSE
2014,651,SILVER PALMS ELEMENTARY SCHOOL               ,FALSE,92,72,76,0.250384025,0.167434716,FALSE,FALSE,BROWARD     ,FALSE
2014,1204,FOX TRAIL ELEMENTARY SCHOOL                  ,FALSE,79,74,78,0.375415282,0.058139535,FALSE,FALSE,BROWARD     ,FALSE
2014,547,PANTHER RUN ELEMENTARY SCHOOL                ,FALSE,88,73,63,0.241316271,0.160877514,FALSE,FALSE,BROWARD     ,FALSE
2014,515,SILVER SHORES ELEMENTARY SCHL                ,FALSE,80,68,57,0.291262136,0.370873786,FALSE,FALSE,BROWARD     ,FALSE
2014,715,LAKESIDE ELEMENTARY SCHOOL                   ,FALSE,86,75,68,0.345454545,0.222377622,FALSE,FALSE,BROWARD     ,FALSE
2014,742,PARKSIDE ELEMENTARY SCHOOL                   ,FALSE,81,60,62,0.576819407,0.315363881,TRUE,FALSE,BROWARD     ,FALSE
2014,1186,GATOR RUN ELEMENTARY SCHOOL                  ,FALSE,87,82,79,0.097807757,0.024451939,FALSE,FALSE,BROWARD     ,FALSE
2014,821,SUNSET LAKES ELEMENTARY SCHOOL               ,FALSE,87,77,78,0.263093788,0.199756395,FALSE,FALSE,BROWARD     ,FALSE
2014,551,ROCK ISLAND ELEMENTARY SCHOOL                ,FALSE,,28,24,0.929219601,0.931034483,TRUE,TRUE,BROWARD     ,FALSE
2014,928,COCONUT PALM ELEMENTARY SCHOOL               ,FALSE,77,61,64,0.409482759,0.389008621,FALSE,FALSE,BROWARD     ,FALSE
2014,694,DOLPHIN BAY ELEMENTARY SCHOOL                ,FALSE,84,69,72,0.371757925,0.234870317,FALSE,FALSE,BROWARD     ,FALSE
2014,1141,PARK LAKES ELEMENTARY SCHOOL                 ,FALSE,59,37,42,0.892199825,0.823684211,TRUE,TRUE,BROWARD     ,FALSE
2014,946,CHALLENGER ELEMENTARY SCHOOL                 ,FALSE,86,65,57,0.566596195,0.441860465,TRUE,FALSE,BROWARD     ,FALSE
2014,984,PARK TRAILS ELEMENTARY SCHOOL                ,FALSE,91,82,78,0.135162602,0.074186992,FALSE,FALSE,BROWARD     ,FALSE
2014,977,LIBERTY ELEMENTARY SCHOOL                    ,FALSE,77,52,51,0.666325486,0.475946776,TRUE,FALSE,BROWARD     ,FALSE
2014,1179,MANATEE BAY ELEMENTARY SCHOOL                ,FALSE,84,85,85,0.119592875,0.060220526,FALSE,FALSE,BROWARD     ,FALSE
2014,504,SOMERSET NEIGHBORHOOD SCHOOL                 ,FALSE,87,71,70,0.561507937,0.819444444,TRUE,TRUE,BROWARD     ,FALSE
2014,272,CHARTER SCHOOL OF EXCELLENCE                 ,FALSE,81,64,51,0.544117647,0.742647059,TRUE,TRUE,BROWARD     ,FALSE
2014,1112,CENTRAL CHARTER SCHOOL                       ,FALSE,77,47,34,0.643884892,0.951438849,TRUE,TRUE,BROWARD     ,FALSE
2014,1928,CITY OF PEMBROKE PINES CHARTER               ,FALSE,89,84,84,0.173236515,0.229771784,FALSE,FALSE,BROWARD     ,FALSE
2014,790,IMAGINE CHARTER SCHOOL AT WESTON             ,FALSE,97,89,89,0,0,FALSE,FALSE,BROWARD     ,FALSE
2014,935,SOMERSET ACADEMY                             ,FALSE,87,82,79,0.211764706,0.14973262,FALSE,FALSE,BROWARD     ,FALSE
2014,683,NORTH BROWARD ACADEMY OF EXCEL               ,FALSE,92,68,71,0.648609078,0.740849195,TRUE,TRUE,BROWARD     ,FALSE
2014,455,IMAGINE CHARTER/N LAUDERDALE                 ,FALSE,67,32,48,0.830769231,0.767032967,TRUE,TRUE,BROWARD     ,FALSE
2014,245,CHARTER SCHOOL OF EXCELLENCE TAMARAC 1       ,FALSE,73,60,37,0.66122449,0.779591837,TRUE,TRUE,BROWARD     ,FALSE
2014,147,SOMERSET ACADEMY DAVIE CHARTER               ,FALSE,76,78,78,0.340136054,0,FALSE,FALSE,BROWARD     ,FALSE
2014,137,CHARTER SCHOOL OF EXCELLENCE AT DAVIE        ,FALSE,77,65,72,0.474452555,0.532846715,FALSE,TRUE,BROWARD     ,FALSE
2014,226,CHARTER SCHOOL OF EXCELLENCE TAMARAC 2       ,FALSE,90,56,42,0.681415929,0.782222222,TRUE,TRUE,BROWARD     ,FALSE
2014,106,BROWARD COMMUNITY CHARTER SCHOOL             ,FALSE,60,37,19,0.679245283,0.58490566,TRUE,TRUE,BROWARD     ,FALSE
2014,999,HOLLYWOOD ACAD OF ARTS & SCIEN               ,FALSE,87,73,73,0.38038038,0.146146146,FALSE,FALSE,BROWARD     ,FALSE
2014,137,EAGLES NEST ELEMENTARY CHARTER SCHOOL        ,FALSE,64,67,76,0.817518248,0.824817518,TRUE,TRUE,BROWARD     ,FALSE
2014,300,CHAMPIONSHIP ACADEMY OF DISTINCTION HOLLYWOOD,FALSE,91,58,48,0.626666667,0.22,TRUE,FALSE,BROWARD     ,FALSE
2014,665,BLOUNTSTOWN ELEMENTARY SCHOOL                ,FALSE,76,69,70,0.661654135,0.18018018,TRUE,FALSE,CALHOUN     ,FALSE
2014,598,SALLIE JONES ELEMENTARY SCHOOL               ,FALSE,82,65,51,0.553511706,0.113712375,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,725,PEACE RIVER ELEMENTARY SCHOOL                ,FALSE,77,49,51,0.772413793,0.117403315,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,698,EAST ELEMENTARY SCHOOL                       ,FALSE,78,59,69,0.568767908,0.043041607,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,814,NEIL ARMSTRONG ELEMENTARY SCHOOL             ,FALSE,62,60,64,0.667076167,0.103194103,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,754,MEADOW PARK ELEMENTARY SCHOOL                ,FALSE,70,57,50,0.595490716,0.099469496,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,607,VINELAND ELEMENTARY SCHOOL                   ,FALSE,84,67,65,0.451400329,0,FALSE,FALSE,CHARLOTTE   ,FALSE
2014,626,LIBERTY ELEMENTARY SCHOOL                    ,FALSE,83,58,47,0.664536741,0.110223642,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,518,MYAKKA RIVER ELEMENTARY SCHOOL               ,FALSE,75,70,73,0.544401544,0,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,701,DEEP CREEK ELEMENTARY SCHOOL                 ,FALSE,,59,51,0.485021398,0.155492154,FALSE,FALSE,CHARLOTTE   ,FALSE
2014,627,KINGSWAY ELEMENTARY SCHOOL                   ,FALSE,82,62,55,0.526315789,0.12599681,TRUE,FALSE,CHARLOTTE   ,FALSE
2014,741,PLEASANT GROVE ELEMENTARY SCHL               ,FALSE,69,75,71,0.585695007,0.047233468,TRUE,FALSE,CITRUS      ,FALSE
2014,727,FOREST RIDGE ELEMENTARY SCHOOL               ,FALSE,80,63,58,0.656121045,0.049518569,TRUE,FALSE,CITRUS      ,FALSE
2014,669,INVERNESS PRIMARY SCHOOL                     ,FALSE,80,69,65,0.53064275,0,TRUE,FALSE,CITRUS      ,FALSE
2014,355,FLORAL CITY ELEMENTARY SCHOOL                ,FALSE,71,69,65,0.650704225,0,TRUE,FALSE,CITRUS      ,FALSE
2014,333,HOMOSASSA ELEMENTARY SCHOOL                  ,FALSE,57,68,73,0.714714715,0,TRUE,FALSE,CITRUS      ,FALSE
2014,599,CRYSTAL RIVER PRIMARY SCHOOL                 ,FALSE,86,59,62,0.729549249,0.060100167,TRUE,FALSE,CITRUS      ,FALSE
2014,765,LECANTO PRIMARY SCHOOL                       ,FALSE,82,66,58,0.610457516,0,TRUE,FALSE,CITRUS      ,FALSE
2014,649,HERNANDO ELEMENTARY SCHOOL                   ,FALSE,72,69,66,0.61633282,0,TRUE,FALSE,CITRUS      ,FALSE
2014,727,CITRUS SPRINGS ELEMENTARY SCHOOL             ,FALSE,69,68,63,0.594222834,0.060522696,TRUE,FALSE,CITRUS      ,FALSE
2014,589,ROCK CRUSHER ELEMENTARY SCHOOL               ,FALSE,76,74,71,0.589134126,0.054329372,TRUE,FALSE,CITRUS      ,FALSE
2014,818,CHARLES E. BENNETT ELEMENTARY SCHOOL         ,FALSE,61,55,53,0.712713936,0.1750306,TRUE,FALSE,CLAY        ,FALSE
2014,519,ORANGE PARK ELEMENTARY SCHOOL                ,FALSE,99,81,79,0.142581888,0.069364162,FALSE,FALSE,CLAY        ,FALSE
2014,478,GROVE PARK ELEMENTARY SCHOOL                 ,FALSE,62,55,47,0.615062762,0.382845188,TRUE,FALSE,CLAY        ,FALSE
2014,648,W E CHERRY ELEMENTARY SCHOOL                 ,FALSE,74,70,72,0.62962963,0.202160494,TRUE,FALSE,CLAY        ,FALSE
2014,791,DOCTORS INLET ELEMENTARY SCHOOL              ,FALSE,87,71,66,0.388116308,0.125158028,FALSE,FALSE,CLAY        ,FALSE
2014,590,MIDDLEBURG ELEMENTARY SCHOOL                 ,FALSE,82,65,68,0.56779661,0.042372881,TRUE,FALSE,CLAY        ,FALSE
2014,771,KEYSTONE HEIGHTS ELEMENTARY                  ,FALSE,88,65,53,0.473411154,0,FALSE,FALSE,CLAY        ,FALSE
2014,497,S BRYAN JENNINGS ELEMENTARY  SCHOOL          ,FALSE,75,61,59,0.637826962,0.291750503,TRUE,FALSE,CLAY        ,FALSE
2014,790,LAKESIDE ELEMENTARY SCHOOL                   ,FALSE,92,71,73,0.392405063,0.132911392,FALSE,FALSE,CLAY        ,FALSE
2014,529,MONTCLAIR ELEMENTARY SCHOOL                  ,FALSE,67,62,58,0.421550095,0.179584121,FALSE,FALSE,CLAY        ,FALSE
2014,557,RIDGEVIEW ELEMENTARY SCHOOL                  ,FALSE,82,64,59,0.44524237,0.127468582,FALSE,FALSE,CLAY        ,FALSE
2014,426,CLAY HILL ELEMENTARY SCHOOL                  ,FALSE,72,66,59,0.542253521,0,TRUE,FALSE,CLAY        ,FALSE
2014,812,LAKE ASBURY ELEMENTARY SCHOOL                ,FALSE,89,74,73,0.248768473,0.065270936,FALSE,FALSE,CLAY        ,FALSE
2014,885,ROBERT M. PATERSON ELEMENTARY                ,FALSE,81,73,69,0.242937853,0.068926554,FALSE,FALSE,CLAY        ,FALSE
2014,708,J.L. WILKINSON ELEMENTARY SCHL               ,FALSE,77,54,55,0.649717514,0,TRUE,FALSE,CLAY        ,FALSE
2014,856,TYNES ELEMENTARY SCHOOL                      ,FALSE,92,69,58,0.309579439,0.121495327,FALSE,FALSE,CLAY        ,FALSE
2014,468,MCRAE ELEMENTARY SCHOOL                      ,FALSE,68,57,53,0.504273504,0,TRUE,FALSE,CLAY        ,FALSE
2014,762,FLEMING ISLAND ELEMENTARY SCHOOL             ,FALSE,90,80,78,0.086614173,0,FALSE,FALSE,CLAY        ,FALSE
2014,1022,THUNDERBOLT ELEMENTARY SCHOOL                ,FALSE,83,80,70,0.14481409,0.091976517,FALSE,FALSE,CLAY        ,FALSE
2014,534,RIDEOUT ELEMENTARY SCHOOL                    ,FALSE,86,74,61,0.355805243,0.059925094,FALSE,FALSE,CLAY        ,FALSE
2014,421,SWIMMING PEN CREEK ELEMENTARY SCHOOL         ,FALSE,86,64,60,0.389548694,0.133016627,FALSE,FALSE,CLAY        ,FALSE
2014,630,ARGYLE ELEMENTARY SCHOOL                     ,FALSE,78,77,76,0.303174603,0.311111111,FALSE,FALSE,CLAY        ,FALSE
2014,502,LAKE PARK ELEMENTARY SCHOOL                  ,FALSE,85,72,76,0.416334661,0.123505976,FALSE,FALSE,COLLIER     ,FALSE
2014,598,TOMMIE BARFIELD ELEM. SCHOOL                 ,FALSE,79,71,65,0.31270903,0,FALSE,FALSE,COLLIER     ,FALSE
2014,549,SHADOWLAWN ELEMENTARY SCHOOL                 ,FALSE,66,51,58,0.836065574,0.203636364,TRUE,FALSE,COLLIER     ,FALSE
2014,810,PINECREST ELEMENTARY SCHOOL                  ,FALSE,39,33,36,0.967901235,0.172839506,TRUE,FALSE,COLLIER     ,FALSE
2014,817,SEA GATE ELEMENTARY SCHOOL                   ,FALSE,77,87,90,0.265605875,0.037943696,FALSE,FALSE,COLLIER     ,FALSE
2014,686,HIGHLANDS ELEMENTARY SCHOOL                  ,FALSE,71,41,42,0.908163265,0.040816327,TRUE,FALSE,COLLIER     ,FALSE
2014,738,LAKE TRAFFORD ELEMENTARY SCHL                ,FALSE,82,36,48,0.951219512,0.166892809,TRUE,FALSE,COLLIER     ,FALSE
2014,517,AVALON ELEMENTARY SCHOOL                     ,FALSE,56,38,49,0.880077369,0.123791103,TRUE,FALSE,COLLIER     ,FALSE
2014,735,POINCIANA ELEMENTARY SCHOOL                  ,FALSE,62,48,54,0.663945578,0.042176871,TRUE,FALSE,COLLIER     ,FALSE
2014,948,GOLDEN GATE ELEMENTARY SCHOOL                ,FALSE,54,35,47,0.91350211,0.178270042,TRUE,FALSE,COLLIER     ,FALSE
2014,595,NAPLES PARK ELEMENTARY SCHOOL                ,FALSE,63,62,55,0.578151261,0.035294118,TRUE,FALSE,COLLIER     ,FALSE
2014,883,BIG CYPRESS ELEMENTARY SCHOOL                ,FALSE,71,62,61,0.494903737,0.08380521,FALSE,FALSE,COLLIER     ,FALSE
2014,721,VILLAGE OAKS ELEMENTARY SCHOOL               ,FALSE,55,36,40,0.950069348,0.217753121,TRUE,FALSE,COLLIER     ,FALSE
2014,1019,GOLDEN TERRACE ELEMENTARY SCHL               ,FALSE,62,43,55,0.842983317,0.152109912,TRUE,FALSE,COLLIER     ,FALSE
2014,789,VINEYARDS ELEMENTARY SCHOOL                  ,FALSE,83,77,77,0.330798479,0.050697085,FALSE,FALSE,COLLIER     ,FALSE
2014,712,LELY ELEMENTARY SCHOOL                       ,FALSE,67,46,58,0.691011236,0.276685393,TRUE,FALSE,COLLIER     ,FALSE
2014,798,LAUREL OAK ELEMENTARY SCHOOL                 ,FALSE,95,79,74,0.197994987,0,FALSE,FALSE,COLLIER     ,FALSE
2014,790,MANATEE ELEMENTARY SCHOOL                    ,FALSE,35,53,61,0.875949367,0.274683544,TRUE,FALSE,COLLIER     ,FALSE
2014,802,PELICAN MARSH ELEMENTARY SCHL                ,FALSE,74,81,88,0.290523691,0.041044776,FALSE,FALSE,COLLIER     ,FALSE
2014,650,CORKSCREW ELEMENTARY SCHOOL                  ,FALSE,73,74,74,0.395384615,0.064615385,FALSE,FALSE,COLLIER     ,FALSE
2014,700,OSCEOLA ELEMENTARY SCHOOL                    ,FALSE,72,74,76,0.38,0.045714286,FALSE,FALSE,COLLIER     ,FALSE
2014,514,WARRINGTON ELEMENTARY SCHOOL                 ,FALSE,60,33,43,0.787937743,0.482490272,TRUE,FALSE,ESCAMBIA    ,FALSE
2014,909,CALUSA PARK ELEMENTARY SCHOOL                ,FALSE,66,70,66,0.562156216,0.174917492,TRUE,FALSE,COLLIER     ,FALSE
2014,595,SABAL PALM ELEMENTARY SCHOOL                 ,FALSE,62,60,56,0.576470588,0.033613445,TRUE,FALSE,COLLIER     ,FALSE
2014,601,ESTATES ELEMENTARY SCHOOL                    ,FALSE,53,58,62,0.672212978,0.073211314,TRUE,FALSE,COLLIER     ,FALSE
2014,856,VETERANS MEMORIAL ELEMENTARY SCHOOL          ,FALSE,86,74,74,0.332943925,0.087412587,FALSE,FALSE,COLLIER     ,FALSE
2014,795,MIKE DAVIS ELEMENTARY SCHOOL                 ,FALSE,50,33,34,0.890566038,0.256603774,TRUE,FALSE,COLLIER     ,FALSE
2014,529,PALMETTO ELEMENTARY SCHOOL                   ,FALSE,53,59,58,0.582230624,0.11342155,TRUE,FALSE,COLLIER     ,FALSE
2014,726,PARKSIDE ELEMENTARY SCHOOL                   ,FALSE,50,36,51,0.933884298,0.192837466,TRUE,FALSE,COLLIER     ,FALSE
2014,736,EDEN PARK ELEMENTARY SCHOOL                  ,FALSE,58,38,44,0.953804348,0.107336957,TRUE,FALSE,COLLIER     ,FALSE
2014,240,IMMOKALEE COMMUNITY SCHOOL                   ,FALSE,90,47,62,0.758333333,0,TRUE,FALSE,COLLIER     ,FALSE
2014,520,MELROSE PARK ELEMENTARY SCHOOL               ,FALSE,77,44,37,0.788461538,0.425,TRUE,FALSE,COLUMBIA    ,FALSE
2014,565,EASTSIDE ELEMENTARY SCHOOL                   ,FALSE,83,65,72,0.649557522,0.189380531,TRUE,FALSE,COLUMBIA    ,FALSE
2014,448,FIVE POINTS ELEMENTARY SCHOOL                ,FALSE,53,55,57,0.825892857,0.1875,TRUE,FALSE,COLUMBIA    ,FALSE
2014,656,FORT WHITE ELEMENTARY SCHOOL                 ,FALSE,68,64,62,0.644817073,0.100609756,TRUE,FALSE,COLUMBIA    ,FALSE
2014,654,SUMMERS ELEMENTARY SCHOOL                    ,FALSE,63,51,56,0.666666667,0.313455657,TRUE,FALSE,COLUMBIA    ,FALSE
2014,275,NIBLACK ELEMENTARY SCHOOL                    ,FALSE,56,52,49,0.763636364,0.810909091,TRUE,TRUE,COLUMBIA    ,FALSE
2014,577,COLUMBIA CITY ELEMENTARY SCHOOL              ,FALSE,66,73,68,0.526863085,0,TRUE,FALSE,COLUMBIA    ,FALSE
2014,701,WESTSIDE ELEMENTARY SCHOOL                   ,FALSE,86,80,78,0.475035663,0.176890157,FALSE,FALSE,COLUMBIA    ,FALSE
2014,444,SUMMERVILLE ADVANTAGE ACADEMY                ,FALSE,,56,58,0.603603604,0.114864865,TRUE,FALSE,DADE        ,FALSE
2014,391,LENORA BRAYNON SMITH ELEMENTARY              ,FALSE,64,48,63,0.976982097,0.818414322,TRUE,TRUE,DADE        ,FALSE
2014,747,MATER ACADEMY                                ,FALSE,79,77,74,0.797858099,0,TRUE,FALSE,DADE        ,FALSE
2014,515,ARCOLA LAKE ELEMENTARY SCHOOL                ,FALSE,54,32,47,0.930097087,0.752918288,TRUE,TRUE,DADE        ,FALSE
2014,523,MIAMI COMMUNITY CHARTER SCHOOL               ,FALSE,63,41,48,0.908221797,0.091778203,TRUE,FALSE,DADE        ,FALSE
2014,715,MAYA ANGELOU ELEMENTARY SCHOOL               ,FALSE,44,43,60,0.966433566,0.088111888,TRUE,FALSE,DADE        ,FALSE
2014,872,AUBURNDALE ELEMENTARY SCHOOL                 ,FALSE,48,60,57,0.794724771,0,TRUE,FALSE,DADE        ,FALSE
2014,1289,NORMA BUTLER BOSSARD ELEMENTARY SCHOOL       ,FALSE,81,76,73,0.491078355,0.034134988,FALSE,FALSE,DADE        ,FALSE
2014,573,AVOCADO ELEMENTARY SCHOOL                    ,FALSE,58,31,39,0.904013962,0.144851658,TRUE,FALSE,DADE        ,FALSE
2014,370,BANYAN ELEMENTARY SCHOOL                     ,FALSE,78,77,71,0.713513514,0,TRUE,FALSE,DADE        ,FALSE
2014,816,DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL     ,FALSE,90,75,77,0.518382353,0,TRUE,FALSE,DADE        ,FALSE
2014,801,ETHEL KOGER BECKHAM ELEMENTARY               ,FALSE,89,84,89,0.543071161,0,TRUE,FALSE,DADE        ,FALSE
2014,415,BEL-AIRE ELEMENTARY SCHOOL                   ,FALSE,66,43,55,0.896385542,0.493975904,TRUE,FALSE,DADE        ,FALSE
2014,560,BENT TREE ELEMENTARY SCHOOL                  ,FALSE,76,73,78,0.683928571,0,TRUE,FALSE,DADE        ,FALSE
2014,613,GOULDS ELEMENTARY SCHOOL                     ,FALSE,68,48,54,0.890701468,0.541598695,TRUE,TRUE,DADE        ,FALSE
2014,566,MATER GARDENS ACADEMY                        ,FALSE,98,78,86,0.358657244,0,FALSE,FALSE,DADE        ,FALSE
2014,665,BISCAYNE ELEMENTARY SCHOOL                   ,FALSE,54,52,63,0.806015038,0.058646617,TRUE,FALSE,DADE        ,FALSE
2014,452,SOMERSET ACAD CHARTER ELEM SCHOOL S HOMESTEAD,FALSE,89,60,62,0.630530973,0.103752759,TRUE,FALSE,DADE        ,FALSE
2014,592,ARCHCREEK ELEMENTARY SCHOOL                  ,FALSE,49,49,62,0.944256757,0.91722973,TRUE,TRUE,DADE        ,FALSE
2014,732,PINECREST ACADEMY (SOUTH CAMPUS)             ,FALSE,79,82,81,0.423497268,0,FALSE,FALSE,DADE        ,FALSE
2014,681,BISCAYNE GARDENS ELEMENTARY                  ,FALSE,64,43,43,0.812041116,0.864904552,TRUE,TRUE,DADE        ,FALSE
2014,922,RENAISSANCE ELEMENTARY CHARTER SCHOOL        ,FALSE,91,89,90,0.145336226,0,FALSE,FALSE,DADE        ,FALSE
